fid,id,genus,name_german,name_original,treetop_diam,tree_height,year_of_planting,license,credits
"1549","3244113",Quercus,,Platanus acerifolia,"6","12","1965",Deutschland Namensnennung 2.0,Land Berlin
"1550","3244129",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"4","14.5","1983",Deutschland Namensnennung 2.0,Land Berlin
"1551","3244130",Fagus,Rot-Buche,Fagus sylvatica,"1","4","2010",Deutschland Namensnennung 2.0,Land Berlin
"1552","3244131",Acer,Eschen-Ahorn,Acer negundo,"6","17.5","1966",Deutschland Namensnennung 2.0,Land Berlin
"1553","3244144",Sorbus,Vogelbeere,Sorbus aucuparia,"3","7.5","1990",Deutschland Namensnennung 2.0,Land Berlin
"1554","3244151",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"11","20","1965",Deutschland Namensnennung 2.0,Land Berlin
"1555","3244165",Tilia,Sommer-Linde,Tilia platyphyllos,"12","17","1924",Deutschland Namensnennung 2.0,Land Berlin
"1556","3244178",Populus,Simons Pappel,Populus simonii,"3.5","20","2003",Deutschland Namensnennung 2.0,Land Berlin
"1557","3244190",Ailanthus,,Ailanthus altissima,"4","12","2007",Deutschland Namensnennung 2.0,Land Berlin
"1558","3244197",Tilia,Winter-Linde 'Dilia',Tilia spec.,"7","10.5","1965",Deutschland Namensnennung 2.0,Land Berlin
"1559","3244206",Corylus,Baum-Hasel,Corylus colurna,"4","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"1560","3244224",Corylus,Baum-Hasel,Corylus colurna,"3","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"1561","3244227",Acer,Berg-Ahorn,Acer pseudoplatanus,"3","12","2001",Deutschland Namensnennung 2.0,Land Berlin
"1562","3244230",Tilia,Sommer-Linde,Tilia platyphyllos,"6","17","1965",Deutschland Namensnennung 2.0,Land Berlin
"1563","3244243",Quercus,,Platanus acerifolia,"2","8","2011",Deutschland Namensnennung 2.0,Land Berlin
"1564","3244248",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"4","25","1960",Deutschland Namensnennung 2.0,Land Berlin
"1565","3244262",Sorbus,Schwedische Mehlbeere,Sorbus intermedia,"2","7","2006",Deutschland Namensnennung 2.0,Land Berlin
"1566","3244286",Aesculus,,Aesculus carnea,"4","7","2009",Deutschland Namensnennung 2.0,Land Berlin
"1567","3244289",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"5","12","2000",Deutschland Namensnennung 2.0,Land Berlin
"1568","3244298",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"1569","3244328",Acer,Silber-Ahorn,Acer saccharinum,"6","12.5","1965",Deutschland Namensnennung 2.0,Land Berlin
"1570","3244336",Tilia,Winter-Linde 'Dilia',Tilia spec.,"6","13","1988",Deutschland Namensnennung 2.0,Land Berlin
"1571","3244346",Prunus,,Prunus spec.,"1","3","2014",Deutschland Namensnennung 2.0,Land Berlin
"1572","3244349",Betula,,Betula pendula,"5","10","2006",Deutschland Namensnennung 2.0,Land Berlin
"1573","3244350",Ailanthus,,Ailanthus altissima,"7","12","1965",Deutschland Namensnennung 2.0,Land Berlin
"1574","3244351",Acer,Eschen-Ahorn,Acer negundo,"7","21","1985",Deutschland Namensnennung 2.0,Land Berlin
"1575","3244354",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","14","1965",Deutschland Namensnennung 2.0,Land Berlin
"1576","3244360",Quercus,,Platanus acerifolia,"5","13","2001",Deutschland Namensnennung 2.0,Land Berlin
"1577","3244361",Quercus,,Platanus acerifolia,"5","20","1982",Deutschland Namensnennung 2.0,Land Berlin
"1578","3244362",Ailanthus,,Ailanthus altissima,"7","23","1924",Deutschland Namensnennung 2.0,Land Berlin
"1579","3244369",Pyrus,,Pyrus communis,"1","7","2014",Deutschland Namensnennung 2.0,Land Berlin
"1580","3244370",Sorbus,Vogelbeere,Sorbus aucuparia,"3","5","1994",Deutschland Namensnennung 2.0,Land Berlin
"1581","3244372",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","12","1965",Deutschland Namensnennung 2.0,Land Berlin
"1582","3244416",Ulmus,Berg-Ulme,Ulmus glabra,"3","12","2003",Deutschland Namensnennung 2.0,Land Berlin
"1583","3244421",Acer,Spitz-Ahorn,Acer platanoides,"10","17","1965",Deutschland Namensnennung 2.0,Land Berlin
"1584","3244431",Ulmus,,Ulmus Resista (R) 'New Horizon',"1.5","10","2007",Deutschland Namensnennung 2.0,Land Berlin
"1585","3244437",Alnus,,Alnus spaethii,"2.5","8","2013",Deutschland Namensnennung 2.0,Land Berlin
"1586","3244450",Tilia,Winter-Linde,Tilia cordata,"3","12","2004",Deutschland Namensnennung 2.0,Land Berlin
"1587","3244454",Tilia,Sommer-Linde,Tilia platyphyllos,"4","12","1961",Deutschland Namensnennung 2.0,Land Berlin
"1588","3244465",Acer,Feld-Ahorn,Acer campestre,"4","7","1997",Deutschland Namensnennung 2.0,Land Berlin
"1589","3244468",Acer,Spitz-Ahorn 'Schwedleri',Acer platanoides 'Schwedleri',"7","17","1982",Deutschland Namensnennung 2.0,Land Berlin
"1590","3244469",Acer,Spitz-Ahorn 'Schwedleri',Acer platanoides 'Schwedleri',"4","17","1982",Deutschland Namensnennung 2.0,Land Berlin
"1591","3244470",Acer,Silber-Ahorn,Acer saccharinum,"4","12.5","1965",Deutschland Namensnennung 2.0,Land Berlin
"1592","3244472",Quercus,,Picea pungens,"6","17","1980",Deutschland Namensnennung 2.0,Land Berlin
"1593","3244478",Quercus,,Platanus acerifolia,"2","10","2006",Deutschland Namensnennung 2.0,Land Berlin
"1594","3244500",Acer,Spitz-Ahorn,Acer platanoides,"6","12","1965",Deutschland Namensnennung 2.0,Land Berlin
"1595","3244509",Corylus,Baum-Hasel,Corylus colurna,"2","10","2009",Deutschland Namensnennung 2.0,Land Berlin
"1596","3244514",Quercus,Sumpf-Eiche,Quercus palustris,"3","7","2005",Deutschland Namensnennung 2.0,Land Berlin
"1597","3244517",Ulmus,,Ulmus Resista (R) 'New Horizon',"1.5","7","2007",Deutschland Namensnennung 2.0,Land Berlin
"1598","3244551",Tilia,Silber-Linde,Tilia tomentosa,"1.5","5","2006",Deutschland Namensnennung 2.0,Land Berlin
"1599","3244559",Corylus,Baum-Hasel,Corylus colurna,"3","12","2001",Deutschland Namensnennung 2.0,Land Berlin
"1600","3244568",Tilia,Winter-Linde 'Dilia',Tilia spec.,"3","10","2001",Deutschland Namensnennung 2.0,Land Berlin
"1601","3244583",Acer,Spitz-Ahorn,Acer platanoides,"6","12","1986",Deutschland Namensnennung 2.0,Land Berlin
"1602","3244603",Ailanthus,,Ailanthus altissima,"6","15","1997",Deutschland Namensnennung 2.0,Land Berlin
"1603","3244605",Tilia,Silber-Linde,Tilia tomentosa,"1.5","7","2001",Deutschland Namensnennung 2.0,Land Berlin
"1604","3244618",Acer,Feld-Ahorn,Acer campestre,"3","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"1605","3244620",Tilia,Winter-Linde,Tilia cordata,"2","6","2002",Deutschland Namensnennung 2.0,Land Berlin
"1606","3244638",Populus,Echte Schwarz-Pappel,Populus nigra,"8","20","1965",Deutschland Namensnennung 2.0,Land Berlin
"1607","3244655",Acer,Spitz-Ahorn,Acer platanoides,"3","15","2005",Deutschland Namensnennung 2.0,Land Berlin
"1608","3244674",Ulmus,,Ulmus spec.,"2.5","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"1609","3244681",Acer,Felsen-Ahorn,Acer monspessulanum,"1","4","2017",Deutschland Namensnennung 2.0,Land Berlin
"1610","3244685",Magnolia,Kobushi-Magnolie,Magnolia kobus,"1","5","2018",Deutschland Namensnennung 2.0,Land Berlin
"1611","3244686",Magnolia,Kobushi-Magnolie,Magnolia kobus,"2","5","2018",Deutschland Namensnennung 2.0,Land Berlin
"1612","3244697",Ailanthus,,Ailanthus altissima,"5","7","2001",Deutschland Namensnennung 2.0,Land Berlin
"1613","3244708",Quercus,,Platanus acerifolia,"7","17","1965",Deutschland Namensnennung 2.0,Land Berlin
"1614","3244710",Tilia,Sommer-Linde,Tilia platyphyllos,"6","17","1965",Deutschland Namensnennung 2.0,Land Berlin
"1615","3244737",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","7","1986",Deutschland Namensnennung 2.0,Land Berlin
"1616","3244741",Fagus,Rot-Buche,Fagus sylvatica,"5","17","1982",Deutschland Namensnennung 2.0,Land Berlin
"1617","3244751",Mespilus,Echte Mispel,Mespilus germanica,"1","4","2017",Deutschland Namensnennung 2.0,Land Berlin
"1618","3244756",Populus,Italienische Pappel,Populus nigra 'Italica',"2","13","1965",Deutschland Namensnennung 2.0,Land Berlin
"1619","3244765",Acer,Spitz-Ahorn 'Royal Red',Acer platanoides 'Royal Red',"4","7","2006",Deutschland Namensnennung 2.0,Land Berlin
"1620","3244768",Populus,,Populus spec.,"8","25","1942",Deutschland Namensnennung 2.0,Land Berlin
"1621","3244771",Quercus,Trauben-Eiche,Quercus petraea,"11","25","1953",Deutschland Namensnennung 2.0,Land Berlin
"1622","3244844",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","12","1965",Deutschland Namensnennung 2.0,Land Berlin
"1623","3244858",Tilia,Winter-Linde,Tilia cordata,"8","27","1925",Deutschland Namensnennung 2.0,Land Berlin
"1624","3244862",Tilia,Winter-Linde,Tilia cordata,"6","13","1965",Deutschland Namensnennung 2.0,Land Berlin
"1625","3244868",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"10","17","1965",Deutschland Namensnennung 2.0,Land Berlin
"1626","3244869",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"5","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"1627","3244877",Acer,Feld-Ahorn,Acer campestre,"4","7","1997",Deutschland Namensnennung 2.0,Land Berlin
"1628","3244902",Tilia,Winter-Linde,Tilia cordata,"6","12","1965",Deutschland Namensnennung 2.0,Land Berlin
"1629","3244905",Tilia,Krim-Linde,Tilia euchlora,"5","12","1966",Deutschland Namensnennung 2.0,Land Berlin
"1630","3244910",Tilia,Winter-Linde,Tilia cordata,"8","17","1935",Deutschland Namensnennung 2.0,Land Berlin
"1631","3244921",Quercus,,Platanus acerifolia,"4.5","19","1982",Deutschland Namensnennung 2.0,Land Berlin
"1632","3244922",Quercus,,Platanus acerifolia,"4.5","17","1982",Deutschland Namensnennung 2.0,Land Berlin
"1633","3244924",Quercus,,Platanus acerifolia,"10","18","1935",Deutschland Namensnennung 2.0,Land Berlin
"1634","3244948",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"1","7","2011",Deutschland Namensnennung 2.0,Land Berlin
"1635","3244954",Acer,Spitz-Ahorn,Acer platanoides,"4","17","2003",Deutschland Namensnennung 2.0,Land Berlin
"1636","3244956",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"11","15","1920",Deutschland Namensnennung 2.0,Land Berlin
"1637","3244981",Acer,Spitz-Ahorn 'Globosum',Acer platanoides 'Globosum',"6","7","1966",Deutschland Namensnennung 2.0,Land Berlin
"1638","3244985",Carpinus,Gewöhnliche Hainbuche 'Fastigiata',Carpinus betulus 'Fastigiata',"1","5","2015",Deutschland Namensnennung 2.0,Land Berlin
"1639","3244995",Quercus,,Quercus robur 'Fastigiata Koster',"1","10","2014",Deutschland Namensnennung 2.0,Land Berlin
"1640","3245003",Tilia,Winter-Linde,Tilia cordata,"1","5","2014",Deutschland Namensnennung 2.0,Land Berlin
"1641","3245026",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"1642","3245038",Tilia,Krim-Linde,Tilia euchlora,"8","17","1924",Deutschland Namensnennung 2.0,Land Berlin
"1643","3245058",Tilia,Winter-Linde,Tilia cordata,"5","7","1999",Deutschland Namensnennung 2.0,Land Berlin
"1644","3245081",Tilia,Sommer-Linde,Tilia platyphyllos,"3","7.5","1965",Deutschland Namensnennung 2.0,Land Berlin
"1645","3245097",Tilia,Sommer-Linde,Tilia platyphyllos,"5","17","1924",Deutschland Namensnennung 2.0,Land Berlin
"1646","3245115",Tilia,Winter-Linde,Tilia cordata,"4","12","2003",Deutschland Namensnennung 2.0,Land Berlin
"1647","3245122",Ulmus,Ulme 'Plantijn',Ulmus Hybride 'Plantijn',"3","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"1648","3245128",Quercus,Rot-Eiche,Quercus rubra,"13","25","1930",Deutschland Namensnennung 2.0,Land Berlin
"1649","3245148",Crataegus,Lederblättriger Weißdorn 'Carrierei',Crataegus x lavallei 'Carrierei',"3","7","1950",Deutschland Namensnennung 2.0,Land Berlin
"1650","3245153",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","10","1980",Deutschland Namensnennung 2.0,Land Berlin
"1651","3245162",Pyrus,Chinesische Birne 'Chanticleer',Pyrus calleryana 'Chanticleer',"1","3","1997",Deutschland Namensnennung 2.0,Land Berlin
"1652","3245180",Acer,Spitz-Ahorn 'Columnare Typ 2',Acer platanoides 'Columnare',"1.5","10","2008",Deutschland Namensnennung 2.0,Land Berlin
"1653","3245191",Acer,Spitz-Ahorn,Acer platanoides,"7","12","1965",Deutschland Namensnennung 2.0,Land Berlin
"1654","3245193",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"4","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"1655","3245196",Acer,Eschen-Ahorn,Acer negundo,"15","20","1975",Deutschland Namensnennung 2.0,Land Berlin
"1656","3245219",Rhododendron,,Larix kaempferi,"6","27","1965",Deutschland Namensnennung 2.0,Land Berlin
"1657","3245220",Betula,,Betula pendula,"6","25","1907",Deutschland Namensnennung 2.0,Land Berlin
"1658","3245226",Quercus,,Platanus acerifolia,"4","7.5","1982",Deutschland Namensnennung 2.0,Land Berlin
"1659","3245255",Populus,Simons Pappel,Populus simonii,"10","12","1965",Deutschland Namensnennung 2.0,Land Berlin
"1660","3245264",Tilia,Sommer-Linde,Tilia platyphyllos,"8","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"1661","3245266",Tilia,Sommer-Linde,Tilia platyphyllos,"7","20","1966",Deutschland Namensnennung 2.0,Land Berlin
"1662","3245268",Quercus,,Platanus acerifolia,"7","12","1965",Deutschland Namensnennung 2.0,Land Berlin
"1663","3245270",Acer,Spitz-Ahorn,Acer platanoides,"12.5","12","1924",Deutschland Namensnennung 2.0,Land Berlin
"1664","3245272",Robinia,,Robinia pseudoacacia 'Casque Rouge',"4","7","1998",Deutschland Namensnennung 2.0,Land Berlin
"1665","3245310",Quercus,,Platanus acerifolia,"5","17","1965",Deutschland Namensnennung 2.0,Land Berlin
"1666","3245323",Sorbus,Gewöhnliche Mehlbeere,Sorbus aria,"4.5","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"1667","3245326",Acer,Spitz-Ahorn,Acer platanoides,"6","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"1668","3245333",Acer,Spitz-Ahorn,Acer platanoides,"5","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"1669","3245341",Tilia,Winter-Linde,Tilia cordata,"4","7","1993",Deutschland Namensnennung 2.0,Land Berlin
"1670","3245342",Tilia,Winter-Linde 'Dilia',Tilia spec.,"7","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"1671","3245357",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"3","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"1672","3245362",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"4","12","1993",Deutschland Namensnennung 2.0,Land Berlin
"1673","3245369",Acer,Spitz-Ahorn,Acer platanoides,"3","15","1982",Deutschland Namensnennung 2.0,Land Berlin
"1674","3245383",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"4","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"1675","3245410",Populus,,Populus x canadensis Hybride,"5","27","1985",Deutschland Namensnennung 2.0,Land Berlin
"1676","3245422",Tilia,Sommer-Linde,Tilia platyphyllos,"8","20","1940",Deutschland Namensnennung 2.0,Land Berlin
"1677","3245423",Tilia,Sommer-Linde,Tilia platyphyllos,"6","19","1940",Deutschland Namensnennung 2.0,Land Berlin
"1678","3245438",Quercus,,Platanus acerifolia,"4","17","1982",Deutschland Namensnennung 2.0,Land Berlin
"1679","3245448",Quercus,,Platanus acerifolia,"14.5","27","1924",Deutschland Namensnennung 2.0,Land Berlin
"1680","3245469",Pyrus,Chinesische Birne 'Chanticleer',Pyrus calleryana 'Chanticleer',"3","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"1681","3245573",Quercus,,Platanus acerifolia,"13","25","1925",Deutschland Namensnennung 2.0,Land Berlin
"1682","3245489",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"4","12","1993",Deutschland Namensnennung 2.0,Land Berlin
"1683","3245495",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"1.5","12","1998",Deutschland Namensnennung 2.0,Land Berlin
"1684","3245505",Tilia,Sommer-Linde 'Örebro',Tilia platyphyllos 'Orebro',"3","3","1998",Deutschland Namensnennung 2.0,Land Berlin
"1685","3245509",Acer,Spitz-Ahorn,Acer platanoides,"3","7","1998",Deutschland Namensnennung 2.0,Land Berlin
"1686","3245510",Aesculus,Gewöhnliche Rosskastanie 'Baumannii',Aesculus hippocastanum 'Baumannii',"3","7","1998",Deutschland Namensnennung 2.0,Land Berlin
"1687","3245571",Quercus,,Platanus acerifolia,"7","12","1983",Deutschland Namensnennung 2.0,Land Berlin
"1688","3245588",Acer,Spitz-Ahorn 'Columnare Typ 2',Acer platanoides 'Columnare',"3","12","1999",Deutschland Namensnennung 2.0,Land Berlin
"1689","3245590",Acer,Spitz-Ahorn,Acer platanoides,"16","30","1924",Deutschland Namensnennung 2.0,Land Berlin
"1690","3245599",Tilia,Winter-Linde,Tilia cordata,"6","10","1985",Deutschland Namensnennung 2.0,Land Berlin
"1691","3245605",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"7","7","1970",Deutschland Namensnennung 2.0,Land Berlin
"1692","3245618",Acer,Spitz-Ahorn,Acer platanoides,"6","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"1693","3245627",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"4","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"1694","3245629",Acer,Spitz-Ahorn,Acer platanoides,"4","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"1695","3245637",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"5","12","1992",Deutschland Namensnennung 2.0,Land Berlin
"1696","3245642",Acer,Spitz-Ahorn,Acer platanoides,"3","7","2003",Deutschland Namensnennung 2.0,Land Berlin
"1697","3245651",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"7","17","1985",Deutschland Namensnennung 2.0,Land Berlin
"1698","3245667",Quercus,,Platanus acerifolia,"4","12.5","1982",Deutschland Namensnennung 2.0,Land Berlin
"1699","3245669",Quercus,,Platanus acerifolia,"6.5","13","1965",Deutschland Namensnennung 2.0,Land Berlin
"1700","3245672",Sorbus,Schwedische Mehlbeere,Sorbus intermedia,"4","3","1980",Deutschland Namensnennung 2.0,Land Berlin
"1701","3245674",Quercus,,Platanus acerifolia,"10","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"1702","3245675",Quercus,,Platanus acerifolia,"8","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"1703","3245680",Acer,Spitz-Ahorn,Acer platanoides,"3","10","1965",Deutschland Namensnennung 2.0,Land Berlin
"1704","3245685",Crataegus,,Crataegus laevigata 'Paul´s Scarlet',"2.5","7","1998",Deutschland Namensnennung 2.0,Land Berlin
"1705","3245693",Sorbus,Schwedische Mehlbeere,Sorbus intermedia,"4","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"1706","3245695",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"5","15","1999",Deutschland Namensnennung 2.0,Land Berlin
"1707","3245706",Fraxinus,Blumen-Esche,Fraxinus ornus,"3","3","1990",Deutschland Namensnennung 2.0,Land Berlin
"1708","3245707",Sorbus,Schwedische Mehlbeere,Sorbus intermedia,"5","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"1709","3245718",Sorbus,Schwedische Mehlbeere,Sorbus intermedia,"4","7","1997",Deutschland Namensnennung 2.0,Land Berlin
"1710","3245736",Acer,Spitz-Ahorn,Acer platanoides,"6","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"1711","3245751",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"6","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"1712","3245752",Acer,Spitz-Ahorn,Acer platanoides,"6","10","1997",Deutschland Namensnennung 2.0,Land Berlin
"1713","3245754",Betula,,Betula pendula,"12","17","1960",Deutschland Namensnennung 2.0,Land Berlin
"1714","3245755",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"5","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"1715","3245757",Quercus,,Platanus acerifolia,"6","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"1716","3245762",Quercus,Stiel-Eiche 'Fastigiata',Quercus robur 'Fastigiata',"3","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"1717","3245765",Quercus,Stiel-Eiche 'Fastigiata',Quercus robur 'Fastigiata',"4","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"1718","3245766",Pyrus,Chinesische Birne 'Chanticleer',Pyrus calleryana 'Chanticleer',"4","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"1719","3245768",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"6","10","1980",Deutschland Namensnennung 2.0,Land Berlin
"1720","3245770",Tilia,Silber-Linde,Tilia tomentosa,"6","10","1980",Deutschland Namensnennung 2.0,Land Berlin
"1721","3245777",Populus,Berliner Pappel,Populus berolinensis,"16","25","1955",Deutschland Namensnennung 2.0,Land Berlin
"1722","3245790",Acer,Spitz-Ahorn,Acer platanoides,"6","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"1723","3245805",Betula,,Betula pendula,"5","10","1990",Deutschland Namensnennung 2.0,Land Berlin
"1724","3245808",Crataegus,,Crataegus laevigata 'Paul´s Scarlet',"3","7","1990",Deutschland Namensnennung 2.0,Land Berlin
