fid,id,genus,name_german,name_original,treetop_diam,tree_height,year_of_planting,license,credits
"31234","3259867",Tilia,Krim-Linde,Tilia euchlora,"6","20","1965",Deutschland Namensnennung 2.0,Land Berlin
"31235","3259871",Acer,Spitz-Ahorn,Acer platanoides,"4","12","1999",Deutschland Namensnennung 2.0,Land Berlin
"31236","3259874",Corylus,Baum-Hasel,Corylus colurna,"8","12","1940",Deutschland Namensnennung 2.0,Land Berlin
"31237","3259889",Acer,Spitz-Ahorn,Acer platanoides,"5","12","1950",Deutschland Namensnennung 2.0,Land Berlin
"31238","3259899",Acer,Spitz-Ahorn,Acer platanoides,"5","12","1999",Deutschland Namensnennung 2.0,Land Berlin
"31239","3259912",Acer,Spitz-Ahorn,Acer platanoides,"10","17","1950",Deutschland Namensnennung 2.0,Land Berlin
"31240","3259917",Ulmus,Ulme 'Regal',Ulmus Resista (R) 'Regal',"1","10","2014",Deutschland Namensnennung 2.0,Land Berlin
"31241","3259919",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"5","9","1990",Deutschland Namensnennung 2.0,Land Berlin
"31242","3259927",Betula,,Betula pendula,"4","17","1980",Deutschland Namensnennung 2.0,Land Berlin
"31243","3259928",Betula,,Betula pendula,"6","17","1995",Deutschland Namensnennung 2.0,Land Berlin
"31244","3259943",Sorbus,Schwedische Mehlbeere,Sorbus intermedia,"4","10","1982",Deutschland Namensnennung 2.0,Land Berlin
"31245","3259950",Acer,Spitz-Ahorn,Acer platanoides,"5","12","1997",Deutschland Namensnennung 2.0,Land Berlin
"31246","3259952",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"6","7","2002",Deutschland Namensnennung 2.0,Land Berlin
"31247","3259957",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"3.5","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"31248","3259967",Salix,Silber-Weide,Salix alba,"5","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"31249","3259970",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"5","17","1985",Deutschland Namensnennung 2.0,Land Berlin
"31250","3259973",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"6","17","1985",Deutschland Namensnennung 2.0,Land Berlin
"31251","3259980",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"2","4","2006",Deutschland Namensnennung 2.0,Land Berlin
"31252","3259986",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"3","7","1989",Deutschland Namensnennung 2.0,Land Berlin
"31253","3260000",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"5","19","1982",Deutschland Namensnennung 2.0,Land Berlin
"31254","3260040",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"8","13","1965",Deutschland Namensnennung 2.0,Land Berlin
"31255","3260041",Tilia,Sommer-Linde,Tilia platyphyllos,"4","8.5","1982",Deutschland Namensnennung 2.0,Land Berlin
"31256","3260043",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","7","1994",Deutschland Namensnennung 2.0,Land Berlin
"31257","3260085",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","12","2000",Deutschland Namensnennung 2.0,Land Berlin
"31258","3260092",Acer,Spitz-Ahorn,Acer platanoides,"4","12","1999",Deutschland Namensnennung 2.0,Land Berlin
"31259","3260101",Quercus,,Platanus acerifolia,"5","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"31260","3260106",Acer,Spitz-Ahorn,Acer platanoides,"6","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"31261","3260108",Quercus,,Platanus acerifolia,"8","20","1965",Deutschland Namensnennung 2.0,Land Berlin
"31262","3260111",Quercus,,Platanus acerifolia,"3","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"31263","3260112",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"5","20","1965",Deutschland Namensnennung 2.0,Land Berlin
"31264","3260119",Acer,Berg-Ahorn,Acer pseudoplatanus,"3.5","15","1965",Deutschland Namensnennung 2.0,Land Berlin
"31265","3260124",Ulmus,Berg-Ulme,Ulmus glabra,"6","17","1975",Deutschland Namensnennung 2.0,Land Berlin
"31266","3260134",Ulmus,Ulme 'Plantijn',Ulmus Hybride 'Plantijn',"3","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"31267","3260137",Ulmus,Ulme 'Plantijn',Ulmus Hybride 'Plantijn',"3","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"31268","3260139",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"5","15","1999",Deutschland Namensnennung 2.0,Land Berlin
"31269","3260141",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"5","15","1999",Deutschland Namensnennung 2.0,Land Berlin
"31270","3260163",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"31271","3260164",Ulmus,Berg-Ulme,Ulmus glabra,"5","12","1960",Deutschland Namensnennung 2.0,Land Berlin
"31272","3260196",Tilia,Winter-Linde 'Greenspire',Tilia cordata 'Greenspire',"2.5","9.5","2006",Deutschland Namensnennung 2.0,Land Berlin
"31273","3260198",Tilia,Winter-Linde 'Greenspire',Tilia cordata 'Greenspire',"2","7.5","2006",Deutschland Namensnennung 2.0,Land Berlin
"31274","3260199",Betula,,Betula pendula,"3.5","7","1983",Deutschland Namensnennung 2.0,Land Berlin
"31275","3260220",Corylus,Baum-Hasel,Corylus colurna,"1.5","12","2004",Deutschland Namensnennung 2.0,Land Berlin
"31276","3260249",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"5","12","1995",Deutschland Namensnennung 2.0,Land Berlin
"31277","3260262",Tilia,Sommer-Linde,Tilia platyphyllos,"8","17","1930",Deutschland Namensnennung 2.0,Land Berlin
"31278","3260273",Acer,Spitz-Ahorn 'Columnare Typ 2',Acer platanoides 'Columnare',"3","6","1982",Deutschland Namensnennung 2.0,Land Berlin
"31279","3260277",Carpinus,Gewöhnliche Hainbuche,Carpinus betulus,"1","3","2007",Deutschland Namensnennung 2.0,Land Berlin
"31280","3260280",Tilia,Krim-Linde,Tilia euchlora,"6","20","1940",Deutschland Namensnennung 2.0,Land Berlin
"31281","3260291",Populus,Berliner Pappel,Populus berolinensis,"8","17","1955",Deutschland Namensnennung 2.0,Land Berlin
"31282","3260319",Quercus,Rot-Eiche,Quercus rubra,"8","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"31283","3260326",Acer,Spitz-Ahorn,Acer platanoides,"6","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"31284","3260330",Quercus,Rot-Eiche,Quercus rubra,"6","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"31285","3260340",Quercus,,Platanus acerifolia,"8","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"31286","3260343",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"5","7","1995",Deutschland Namensnennung 2.0,Land Berlin
"31287","3260354",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"10","17","1940",Deutschland Namensnennung 2.0,Land Berlin
"31288","3260363",Quercus,,Platanus acerifolia,"10","20","1982",Deutschland Namensnennung 2.0,Land Berlin
"31289","3260364",Sorbus,Schwedische Mehlbeere,Sorbus intermedia,"3","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"31290","3260374",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"5","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"31291","3260410",Tilia,Sommer-Linde,Tilia platyphyllos,"8","12","1924",Deutschland Namensnennung 2.0,Land Berlin
"31292","3260419",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"5","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"31293","3260430",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"3","5","2006",Deutschland Namensnennung 2.0,Land Berlin
"31294","3260437",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"3","5","2006",Deutschland Namensnennung 2.0,Land Berlin
"31295","3260452",Corylus,Baum-Hasel,Corylus colurna,"1.5","7","2001",Deutschland Namensnennung 2.0,Land Berlin
"31296","3260456",Quercus,Stiel-Eiche,Quercus robur,"2","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"31297","3260465",Acer,Spitz-Ahorn,Acer platanoides,"4.5","13","1965",Deutschland Namensnennung 2.0,Land Berlin
"31298","3260472",Populus,Grau-Pappel,Populus canescens,"13.5","17","1956",Deutschland Namensnennung 2.0,Land Berlin
"31299","3260483",Arbutus,,Pseudotsuga menziesii,"2","7","2005",Deutschland Namensnennung 2.0,Land Berlin
"31300","3260508",Quercus,Stiel-Eiche,Quercus robur,,"5","2002",Deutschland Namensnennung 2.0,Land Berlin
"31301","3260524",Acer,Spitz-Ahorn,Acer platanoides,"4","7","1995",Deutschland Namensnennung 2.0,Land Berlin
"31302","3260530",Quercus,Stiel-Eiche 'Fastigiata',Quercus robur 'Fastigiata',"4","7","1995",Deutschland Namensnennung 2.0,Land Berlin
"31303","3260546",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"5","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"31304","3260554",Quercus,Stiel-Eiche,Quercus robur,"4","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"31305","3260574",Tilia,Winter-Linde,Tilia cordata,"12","15","1975",Deutschland Namensnennung 2.0,Land Berlin
"31306","3260591",Acer,Spitz-Ahorn,Acer platanoides,"4","7","1998",Deutschland Namensnennung 2.0,Land Berlin
"31307","3260599",Tilia,Silber-Linde,Tilia tomentosa,"6","10","1990",Deutschland Namensnennung 2.0,Land Berlin
"31308","3260601",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"7","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"31309","3260608",Aesculus,,Aesculus carnea,"5","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"31310","3260618",Crataegus,,Crataegus laevigata 'Paul´s Scarlet',"5","3","2000",Deutschland Namensnennung 2.0,Land Berlin
"31311","3260619",Crataegus,,Crataegus laevigata 'Paul´s Scarlet',"2","3","1999",Deutschland Namensnennung 2.0,Land Berlin
"31312","3260620",Acer,Spitz-Ahorn,Acer platanoides,"6","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"31313","3260622",Malus,Vielblütiger Zier-Apfel,Malus floribunda,"2","3","1990",Deutschland Namensnennung 2.0,Land Berlin
"31314","3260661",Acer,Feld-Ahorn,Acer campestre,"4","7","2006",Deutschland Namensnennung 2.0,Land Berlin
"31315","3260667",Tilia,Sommer-Linde,Tilia platyphyllos,"2","7","2002",Deutschland Namensnennung 2.0,Land Berlin
"31316","3260671",Tilia,Winter-Linde,Tilia cordata,"3","7","2004",Deutschland Namensnennung 2.0,Land Berlin
"31317","3260679",Acer,Spitz-Ahorn,Acer platanoides,"10","12","1966",Deutschland Namensnennung 2.0,Land Berlin
"31318","3260688",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"31319","3260703",Acer,Silber-Ahorn,Acer saccharinum,"5","17","1982",Deutschland Namensnennung 2.0,Land Berlin
"31320","3260706",Populus,,Populus gileadensis,"7","12","1965",Deutschland Namensnennung 2.0,Land Berlin
"31321","3260710",Tilia,Winter-Linde,Tilia cordata,"5","16.5","1965",Deutschland Namensnennung 2.0,Land Berlin
"31322","3260717",Ailanthus,,Ailanthus altissima,"6","25","1965",Deutschland Namensnennung 2.0,Land Berlin
"31323","3260723",Sorbus,Schwedische Mehlbeere,Sorbus intermedia,"2","7","2005",Deutschland Namensnennung 2.0,Land Berlin
"31324","3260724",Sorbus,Schwedische Mehlbeere,Sorbus intermedia,"2","7","2005",Deutschland Namensnennung 2.0,Land Berlin
"31325","3260725",Sorbus,Schwedische Mehlbeere,Sorbus intermedia,"1","7","2005",Deutschland Namensnennung 2.0,Land Berlin
"31326","3260730",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"6","10","1990",Deutschland Namensnennung 2.0,Land Berlin
"31327","3260757",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"6","12","1996",Deutschland Namensnennung 2.0,Land Berlin
"31328","3260766",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"3","7","1989",Deutschland Namensnennung 2.0,Land Berlin
"31329","3260776",Corylus,Baum-Hasel,Corylus colurna,"7","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"31330","3260785",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"5","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"31331","3260796",Quercus,,Platanus acerifolia,"6","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"31332","3260813",Acer,Spitz-Ahorn,Acer platanoides,"4","14","1985",Deutschland Namensnennung 2.0,Land Berlin
"31333","3260821",Quercus,,Platanus acerifolia,"5","9","1982",Deutschland Namensnennung 2.0,Land Berlin
"31334","3260822",Acer,Spitz-Ahorn,Acer platanoides,"4","12","1991",Deutschland Namensnennung 2.0,Land Berlin
"31335","3260827",Acer,Spitz-Ahorn,Acer platanoides,"7","14","1985",Deutschland Namensnennung 2.0,Land Berlin
"31336","3260830",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"31337","3260838",Tilia,Winter-Linde,Tilia cordata,"5","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"31338","3260839",Tilia,Sommer-Linde,Tilia platyphyllos,"10","17","1960",Deutschland Namensnennung 2.0,Land Berlin
"31339","3260850",Tilia,Krim-Linde,Tilia euchlora,"6","12","1960",Deutschland Namensnennung 2.0,Land Berlin
"31340","3260851",Acer,Berg-Ahorn,Acer pseudoplatanus,"10","12","1960",Deutschland Namensnennung 2.0,Land Berlin
"31341","3260856",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","10","1972",Deutschland Namensnennung 2.0,Land Berlin
"31342","3260861",Quercus,,Platanus acerifolia,"8","15","1965",Deutschland Namensnennung 2.0,Land Berlin
"31343","3260863",Acer,Spitz-Ahorn,Acer platanoides,"13","17","1940",Deutschland Namensnennung 2.0,Land Berlin
"31344","3260866",Acer,Eschen-Ahorn,Acer negundo,"5","9.5","1965",Deutschland Namensnennung 2.0,Land Berlin
"31345","3260867",Acer,Eschen-Ahorn,Acer negundo,"6","11","1965",Deutschland Namensnennung 2.0,Land Berlin
"31346","3260889",Acer,Spitz-Ahorn,Acer platanoides,"1","5","2007",Deutschland Namensnennung 2.0,Land Berlin
"31347","3260891",Acer,Spitz-Ahorn,Acer platanoides,"5","15","1986",Deutschland Namensnennung 2.0,Land Berlin
"31348","3260907",Prunus,Schmitts Kirsche,Prunus x schmittii,"1","7","2008",Deutschland Namensnennung 2.0,Land Berlin
"31349","3260912",Tilia,Silber-Linde,Tilia tomentosa,"1.5","3","2006",Deutschland Namensnennung 2.0,Land Berlin
"31350","3260920",Corylus,Baum-Hasel,Corylus colurna,"10","12","1965",Deutschland Namensnennung 2.0,Land Berlin
"31351","3260926",Quercus,,Platanus acerifolia,"3","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"31352","3260931",Quercus,,Platanus acerifolia,"5","10","1965",Deutschland Namensnennung 2.0,Land Berlin
"31353","3260938",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","12","1977",Deutschland Namensnennung 2.0,Land Berlin
"31354","3260942",Ulmus,Flatter-Ulme,Ulmus laevis,"4","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"31355","3260945",Quercus,Stiel-Eiche,Quercus robur,"10","25","1975",Deutschland Namensnennung 2.0,Land Berlin
"31356","3260968",Populus,,Populus x canadensis Hybride,"8","17","1980",Deutschland Namensnennung 2.0,Land Berlin
"31357","3260970",Tilia,Sommer-Linde,Tilia platyphyllos,"10","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"31358","3260977",Quercus,,Platanus acerifolia,"6","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"31359","3260982",Quercus,,Platanus acerifolia,"5","10","1985",Deutschland Namensnennung 2.0,Land Berlin
"31360","3260991",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,,"20","1978",Deutschland Namensnennung 2.0,Land Berlin
"31361","3260992",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,,"20","1970",Deutschland Namensnennung 2.0,Land Berlin
"31362","3260993",Quercus,Stiel-Eiche,Quercus robur,"4","10","1990",Deutschland Namensnennung 2.0,Land Berlin
"31363","3261001",Acer,Spitz-Ahorn,Acer platanoides,"5.5","12","1997",Deutschland Namensnennung 2.0,Land Berlin
"31364","3261010",Acer,Spitz-Ahorn,Acer platanoides,"13","17","1965",Deutschland Namensnennung 2.0,Land Berlin
"31365","3261016",Corylus,Baum-Hasel,Corylus colurna,"6","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"31366","3261018",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"5","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"31367","3261020",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"5","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"31368","3261032",Populus,Simons Pappel,Populus simonii,"6","25","1965",Deutschland Namensnennung 2.0,Land Berlin
"31369","3261048",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"31370","3261050",Populus,Italienische Pappel,Populus nigra 'Italica',"5","25","1970",Deutschland Namensnennung 2.0,Land Berlin
"31371","3261054",Populus,Italienische Pappel,Populus nigra 'Italica',"8","25","1980",Deutschland Namensnennung 2.0,Land Berlin
"31372","3261063",Tilia,Sommer-Linde,Tilia platyphyllos,"3","4","1985",Deutschland Namensnennung 2.0,Land Berlin
"31373","3261075",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"21","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"31374","3261079",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"4","12","1993",Deutschland Namensnennung 2.0,Land Berlin
"31375","3261119",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"4","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"31376","3261120",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"5","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"31377","3261121",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"4","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"31378","3261126",Populus,,Populus x canadensis Hybride,"14","25","1980",Deutschland Namensnennung 2.0,Land Berlin
"31379","3261161",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","12","1999",Deutschland Namensnennung 2.0,Land Berlin
"31380","3261164",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","12","1999",Deutschland Namensnennung 2.0,Land Berlin
"31381","3261176",Corylus,Baum-Hasel,Corylus colurna,"3","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"31382","3261177",Tilia,Winter-Linde,Tilia cordata,"14","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"31383","3261181",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"8","12","1950",Deutschland Namensnennung 2.0,Land Berlin
"31384","3261207",Tilia,Sommer-Linde,Tilia platyphyllos,"16","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"31385","3261211",Acer,Spitz-Ahorn,Acer platanoides,"8","25","1965",Deutschland Namensnennung 2.0,Land Berlin
"31386","3261212",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"3","5","2006",Deutschland Namensnennung 2.0,Land Berlin
"31387","3261220",Tilia,Sommer-Linde,Tilia platyphyllos,"6","12","1924",Deutschland Namensnennung 2.0,Land Berlin
"31388","3261230",Carpinus,Gewöhnliche Hainbuche,Carpinus betulus,"8","15","1965",Deutschland Namensnennung 2.0,Land Berlin
"31389","3261238",Acer,Spitz-Ahorn,Acer platanoides,"3","12","2001",Deutschland Namensnennung 2.0,Land Berlin
"31390","3261242",Tilia,Sommer-Linde,Tilia platyphyllos,"4","12","1986",Deutschland Namensnennung 2.0,Land Berlin
"31391","3261245",Tilia,Sommer-Linde,Tilia platyphyllos,,"15","1984",Deutschland Namensnennung 2.0,Land Berlin
"31392","3261247",Corylus,Baum-Hasel,Corylus colurna,"5","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"31393","3261258",Tilia,Sommer-Linde,Tilia platyphyllos,"5","7","1998",Deutschland Namensnennung 2.0,Land Berlin
"31394","3261261",Acer,Feld-Ahorn,Acer campestre,"2","4","2013",Deutschland Namensnennung 2.0,Land Berlin
"31395","3261275",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"2","3","2007",Deutschland Namensnennung 2.0,Land Berlin
"31396","3261293",Tilia,Sommer-Linde,Tilia platyphyllos,"11","20","1924",Deutschland Namensnennung 2.0,Land Berlin
"31397","3261298",Populus,Simons Pappel,Populus simonii,"9","20","1965",Deutschland Namensnennung 2.0,Land Berlin
"31398","3261315",Tilia,Sommer-Linde,Tilia platyphyllos,"7","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"31399","3261317",Tilia,Silber-Linde,Tilia tomentosa,"4","10","1924",Deutschland Namensnennung 2.0,Land Berlin
"31400","3261329",Corylus,Baum-Hasel,Corylus colurna,"10","12","1965",Deutschland Namensnennung 2.0,Land Berlin
"31401","3261335",Acer,Spitz-Ahorn,Acer platanoides,"5","12","1965",Deutschland Namensnennung 2.0,Land Berlin
"31402","3261336",Acer,Spitz-Ahorn,Acer platanoides,"5","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"31403","3261347",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"10","20","1965",Deutschland Namensnennung 2.0,Land Berlin
"31404","3261355",Quercus,Stiel-Eiche,Quercus robur,"15","17","1924",Deutschland Namensnennung 2.0,Land Berlin
"31405","3261370",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"9","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"31406","3261372",Acer,Spitz-Ahorn,Acer platanoides,"12","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"31407","3261375",Populus,Simons Pappel,Populus simonii,"8","20","1982",Deutschland Namensnennung 2.0,Land Berlin
"31408","3261393",Quercus,Stiel-Eiche,Quercus robur,"9.5","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"31409","3261422",Tilia,Sommer-Linde,Tilia platyphyllos,"5","12","1965",Deutschland Namensnennung 2.0,Land Berlin
"31410","3261432",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"4","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"31411","3261434",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"2","3","2006",Deutschland Namensnennung 2.0,Land Berlin
"31412","3261436",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"2","3","2006",Deutschland Namensnennung 2.0,Land Berlin
"31413","3261440",Tilia,Winter-Linde 'Rancho',Tilia cordata 'Rancho',"1.5","5","2003",Deutschland Namensnennung 2.0,Land Berlin
"31414","3261444",Acer,Spitz-Ahorn,Acer platanoides,"5","25","1949",Deutschland Namensnennung 2.0,Land Berlin
"31415","3261450",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"2","3","2006",Deutschland Namensnennung 2.0,Land Berlin
"31416","3261454",Acer,,Acer platanoides 'Olmstedt',"2","7","2005",Deutschland Namensnennung 2.0,Land Berlin
"31417","3261482",Alnus,,Alnus spaethii,"1","5","2018",Deutschland Namensnennung 2.0,Land Berlin
"31418","3261491",Corylus,Baum-Hasel,Corylus colurna,"4","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"31419","3261492",Tilia,Sommer-Linde,Tilia platyphyllos,"5","17","2000",Deutschland Namensnennung 2.0,Land Berlin
"31420","3261503",Quercus,,Platanus acerifolia,"6","17","1982",Deutschland Namensnennung 2.0,Land Berlin
"31421","3261506",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"2","7","2007",Deutschland Namensnennung 2.0,Land Berlin
"31422","3261520",Tilia,Winter-Linde 'Rancho',Tilia cordata 'Rancho',"1.5","5","2013",Deutschland Namensnennung 2.0,Land Berlin
"31423","3261524",Catalpa,Gewöhnlicher Trompetenbaum,Catalpa bignonioides,"5","5","2006",Deutschland Namensnennung 2.0,Land Berlin
"31424","3261533",Magnolia,Kobushi-Magnolie,Magnolia kobus,"1","4","2014",Deutschland Namensnennung 2.0,Land Berlin
"31425","3261534",Betula,,Betula pendula,"6","17","1980",Deutschland Namensnennung 2.0,Land Berlin
"31426","3261536",Betula,,Betula pendula,"6","17","1993",Deutschland Namensnennung 2.0,Land Berlin
"31427","3261540",Prunus,Traubenkirsche,Prunus padus,"3","7","2007",Deutschland Namensnennung 2.0,Land Berlin
"31428","3261547",Ailanthus,,Ailanthus altissima,"4.5","14","1965",Deutschland Namensnennung 2.0,Land Berlin
"31429","3261562",Aesculus,,Aesculus carnea,"4","5","2011",Deutschland Namensnennung 2.0,Land Berlin
"31430","3261564",Acer,Eschen-Ahorn,Acer negundo,"5","7.5","1965",Deutschland Namensnennung 2.0,Land Berlin
"31431","3261577",Prunus,,Prunus avium,"4","10","1982",Deutschland Namensnennung 2.0,Land Berlin
"31432","3261597",Fraxinus,Blumen-Esche,Fraxinus ornus,"1","3","2012",Deutschland Namensnennung 2.0,Land Berlin
"31433","3261601",Acer,Spitz-Ahorn,Acer platanoides,"6","12.5","1992",Deutschland Namensnennung 2.0,Land Berlin
"31434","3261608",Quercus,,Platanus acerifolia,"4","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"31435","3261609",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"31436","3261616",Prunus,Japanische Blütenkirsche 'Kanzan',Prunus serrulata 'Kanzan',"2.5","10","1999",Deutschland Namensnennung 2.0,Land Berlin
"31437","3261618",,,Metasequoia glyptostroboides,"2.5","7.5","2000",Deutschland Namensnennung 2.0,Land Berlin
"31438","3261619",Tilia,Winter-Linde,Tilia cordata,"6","14","1976",Deutschland Namensnennung 2.0,Land Berlin
"31439","3261620",Prunus,Japanische Blütenkirsche 'Kanzan',Prunus serrulata 'Kanzan',"2.5","8.5","1996",Deutschland Namensnennung 2.0,Land Berlin
"31440","3261970",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"6","12","1965",Deutschland Namensnennung 2.0,Land Berlin
"31441","3261624",Robinia,Gewöhnliche Scheinakazie 'Umbraculifera',Robinia pseudoacacia 'Umbraculifera',"1","3","2010",Deutschland Namensnennung 2.0,Land Berlin
"31442","3261642",Acer,Eschen-Ahorn,Acer negundo,"7","7","1965",Deutschland Namensnennung 2.0,Land Berlin
"31443","3261662",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"3","7","1997",Deutschland Namensnennung 2.0,Land Berlin
"31444","3261670",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"6","12","1983",Deutschland Namensnennung 2.0,Land Berlin
"31445","3261725",Corylus,Baum-Hasel,Corylus colurna,"8","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"31446","3261735",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"5","15","1992",Deutschland Namensnennung 2.0,Land Berlin
"31447","3261742",Acer,Spitz-Ahorn,Acer platanoides,"5","9","1990",Deutschland Namensnennung 2.0,Land Berlin
"31448","3261743",Acer,Spitz-Ahorn,Acer platanoides,"3","5","2005",Deutschland Namensnennung 2.0,Land Berlin
"31449","3261746",Acer,Spitz-Ahorn,Acer platanoides,"14","25","1935",Deutschland Namensnennung 2.0,Land Berlin
"31450","3261751",Populus,Echte Schwarz-Pappel,Populus nigra,"12","27","1990",Deutschland Namensnennung 2.0,Land Berlin
